ID,District,Name,Address,Contact
275,THANJAVUR,"GOVT. HOSPITAL, THIRUVAIYARU, THANJAVUR TN.",GOVERNMENT HOSPITAL THIRUVAIYARU 613204.,9865124323
276,THANJAVUR,"NATIONAL PHARMA HOSPITAL, THANJAVUR TN.","111,MEDICAL COLLEGE..VALLAM ROAD,OPPOSITE SOUTH CULTURAL ZONE,THANJAVUR-613004",9443860890
277,THANJAVUR,"GOVT HOSPITAL NACHIYARKOIL, THANJAVUR, TN.","WC9V+XF6, THIRUNARIYUR",7904151819
278,THANJAVUR,"ROHINI HOSPITAL, THANJAVUR TN.","3279-3281/1, ARULANANDA NAGAR EXTRN, EB OFFICE OPPOSITE, PUDUKOTTAI ROAD, THANJAVUR",7373705676
279,THANJAVUR,"GOVT HOSPITAL,BOOTHALUR,THANJAVUR TN.","BOOTHALUR GH AYANAVARAM ROAD,BUDALUR.",8220387014
280,THANJAVUR,"GOVT HOSPITAL PAPANASAM, THANJAVUR TN.","PAPANASAM, THANJAVUR",9843627887
281,THANJAVUR,"THANJAVUR MEDICAL COLLEGE HOSPITAL,THANJAVUR TN.","THANJAVUR MEDICAL COLLGE & HOSPITAL,THANJAVUR",9894113124
282,THANJAVUR,"GOVT HOSPITAL PERAVURANI,THANJAVUR,TN.","PATTUKOTTAI ROAD,PERAVURANI.",9843627887
283,THANJAVUR,"GOVT. HOSPITAL, ADUTHURAI, THANJAVUR TN.",AVANIYAPURAM ROAD ADUTHURAI,9443340248
284,THANJAVUR,"ANU MULTISPECIALITY HOSPITAL,THANJAVUR TN.","69,TRICHY ROAD, THANJAVUR",9443331875
285,THANJAVUR,"GOVT HOSPITAL THIRUVIDAIMARUTHUR, THANJAVUR, TN.","XCWX+2WH, THIRUVIDAIMARUTHUR",9442141373
286,THANJAVUR,"GOVT HOSPITAL ADIRAMPATTINAM, THANJAVUR, TN.","18, SHADULIYA ST, ADIRAMPATTINAM",9865540782
287,THENI,"T N K H N V HOSPITAL, THENI TN.","# 24, N.R.T NAGAR MAIN ROAD, THENI",9442462662
288,THENI,"NRT HOSPITAL,THENI TN.","MADURAI MAIN RD, SUNNAMBU KALAVARA, NRT NAGAR, THENI,",9894447717
289,THIRUVALLUR,"GOVT HOSPITAL,PODADURPET,TIRUVALLUR TN.","GOVERNMENT HOSPITAL, NALLATHANNEERKULAM STREET, PODATURPET, PINCODE_631208",9444043600
290,THIRUVALLUR,"GOVT HOSPITAL, UTHUKOTTAI, TIRUVALLUR TN.","CHETTI STREET,GOVT HOSPITAL, UTHUKOTTAI, THIRUVALLUR",9500107849
291,THIRUVALLUR,"GOVT HOSPITAL, PALLIPATTU, TIRUVALLUR TN.","GOVT. TALUK HOSPITAL, PALLIPATTU, THIRUVALLUR",9884518914
292,THIRUVALLUR,"GOVT. HOSPITAL, AVADI, TIRUVALLUR TN.","MILITARY ROAD, GOVT. HOSPITAL AVADI, CH- 54 (OPP.INDIAN BANK)",9840476722
293,THIRUVALLUR,"GOVT HOSPITAL,MADHAVARAM UCHC,THIRUVALLUR TN.","5644+3HV METTUPALAIYAM, GNT ROAD PUZHAL, MADHAVARAM",7299142026
294,THIRUVALLUR,"GOVT HOSPITAL THIRUVOTRIYUR, THIRUVALLUR TN.","GOVERNMENT HOSPITAL THIRUVOTTIYUR , ELLAMAN KOVIL BUS STOP NEAR THIRUVOTTIYUR CHENNAI",9840719696
295,THIRUVALLUR,"GOVT. HOSPITAL, POONAMALLEE, TIRUVALLUR TN.","MULLA THOTTAM, TRANK ROAD, POONAMALLEE, CHENNAI-600056.",9443431757
296,THIRUVALLUR,"GOVT HOSPITAL, PONNERI, THIRUVALLUR, TN.","NGO NAGAR EXTENSION, PONNERI, TAMIL NADU 601204",8754466905
297,THIRUVALLUR,"GOVT HOSPITAL,PAZHAVERKADU, TIRUVALLUR TN.","GOVT.HOSPITAL, KOTTAI ST, PULICUT",94455 41993
298,THIRUVALLUR,"GOVT. HEAD QRTRS HOSP, TIRUTHANI,THIRUVALLUR, TN.","PERIYA THERU, MURUGAPPA NAGAR, THIRUTHANI, TAMIL NADU 631209",94444029297
299,THIRUVALLUR,"GOVT HOSPITAL, GUMMUDIPUNDI, TIRUVALLUR TN.","GOVT.HOSPITAL ANNA NAGAR, KOTTAKARAI , GUMMIDIPOONDI",9962486073
300,THIRUVALLUR,"GOVERNMENT MEDICAL COLLEGE, TIRUVALLUR TN.","JN RD, HARIRAM NAGAR, POONGA NAGAR, TIRUVALLUR, TAMIL NADU 602001",9840299870
301,THIRUVALLUR,"GOVT. PERIPHERAL HOSPITAL,ANNA NAGAR,CHENNAI TN.","3RD AVE, ANNAI SATHYA NAGAR, ANNA NAGAR, CHENNAI, TAMIL NADU 600102",9894865959
302,THIRUVALLUR,"K.V.T SPECIALITY HOSPITAL, CHENNAI TN.","PLOT NO. 1,2,3, ETHIRAJSAMY SALAI, ERUKKANCHERY,?",9444408237
303,THIRUVALLUR,"THE MADRAS MEDICAL MISSION, THIRUVALLUR TN.","4-A, DR. J. JAYALALITHA NAGAR, MOGAPPAIR,",9940593999
304,THIRUVALLUR,"GOVT. HOSPITAL, MADHAVARAM, TIRUVALLUR TN.",MADHAVARAM GOVT HOSPITAL MMC CHENNAI-600051,9940534388
305,TIRUCHIRAPPALLI,"MARUTI HOSPITAL,THENNUR,TRICHY TN.","NO : 95 PATTABIRAMAN STREET, TENNUR,TRIUCHIRAPPALLI.",9884903187
306,TIRUCHIRAPPALLI,"SRINIVASAN SUPER SPECIALITY HOSPITAL,TRICHY TN.","NH 45, TRICHY - CHENNAI TRUNK ROAD, NEAR SAMAYAPURAM TOLL PLAZA, SAMAYAPURAM, MANNACHANALLUR (TK), TRICHY -",9787332081
307,TIRUCHIRAPPALLI,"DR.G.VISWANATHAN SPECIALITY HOSPITALS,TRICHY TN.","27, BABU ROAD, TRICHY -8.",9842455566
308,TIRUCHIRAPPALLI,"HARSHAMITRA SUPER SPECIALITY CANCER CENTRE,TRICHY","NO 41, NACHIYAR KOVIL SANNATHI ST, NEAR BUS STAND, WORAIYUR, TIRUCHIRAPPALLI, TAMIL NADU 620003",9444014312
309,TIRUCHIRAPPALLI,"G V N HOSPITAL PVT LTD, TRICHY TN.","NO : 46 SINGARATHOPE,TRICHY",9943105005
310,TIRUCHIRAPPALLI,"GOVT HOSPITAL MANACHANALLUR, TRICHY TN.","NO.* , ETHU MALAI ROAD, GIRLS SCHOOL OPPOSITE, MANNACHANALLUR ,TRICHY",7538863433
311,TIRUCHIRAPPALLI,"GOVT HOSPITAL OMANTHUR, TRICHY TN.","GOVT HOSPITAL OMANDUR ,OMANDUR (PO),NEAR CANARA BANK ROAD, MANACHANALLU (TK),TRICHY (D.K)",9443694460
312,TIRUCHIRAPPALLI,"K.A.P.VISWANATHAN GOVT. MEDICAL COLLEGE,TRICHY TN.","PUTHUR ,TRICHY",9443003355
313,TIRUCHIRAPPALLI,"AMRISH ONCOLOGY, TRICHY TN.","C/O.DR.G. VISWANATHAN CBCC CANCER CENTER, CHENNAI TRUNK ROAD, MAMBALASALAI,620005",7622006950
314,TIRUCHIRAPPALLI,"KAVERY MEDICAL CENTRE AND HOSPITAL, TRICHY TN.","NO:1, K.C ROAD, TENNUR, TRICHY 17",9965894550
315,TIRUCHIRAPPALLI,"KMC SPECIALITY,TRICHY TN.","NO 6, ROYAL ROAD, TRICHY-1",9344503284
316,TIRUCHIRAPPALLI,"GOVT HOSPITAL THURAIYUR,TRICHY TN.","GOVT HOSPITAL THURAIYUR, PERAMBALUR ROAD,THURAIYUR,TRICHY 621010",9865144600
317,TIRUCHIRAPPALLI,"GOVT HOSPITAL,MUSIRI,TRICHY TN.","SELAM MAIN ROAD,,MUSIRI,TRICHY",9042826972
318,TIRUCHIRAPPALLI,"GOVT. HEAD QRTRS HOSP MANAPARAI,TRICHY TN.","VIRALIMALAI ROAD,MANAPARAI,TRICHY",9940777157
319,TIRUCHIRAPPALLI,"SINDUJA HOSPITAL,MANAPARAI,TRICHY TN.","NO.76, MADURAI ROAD, MANAPPARAI",9443163101
320,TIRUCHIRAPPALLI,"GOVT HOSPITAL THUVARANKURICHI, TRICHY TN.","MANAPARAI MAIN ROAD,THUVARAKURICHI- 621314",6380603540
321,TIRUCHIRAPPALLI,"SRINIVASAN MEDICAL COLLEGE AND HOSPITAL,TRICHY TN.","NH-45, TRICHY CHENNAI TRUNK ROAD, (NEAR SAMAYAPURAM TOLL PLAZA) SAMAYAPURAM, TIRUCHIRAPPALLI",9843460333
322,TIRUCHIRAPPALLI,"GOVT HOSPITAL LALGUDI, TRICHY TN.","MAIN ROAD,LALGUDI,TRICHY",7598926522
323,TIRUCHIRAPPALLI,"GKM HOSPITAL,MANAPARAI,TRICHY TN.","NO : TRICHY ROAD,MANAPARAI,TRICHY",9944563568
324,TIRUCHIRAPPALLI,"JEYAM MULTISPECIALITY HOSPITAL, TRICHY TN.","86/2,3,4, TAJ MAHAL SALAI, KARUR BYE PASS ROAD, TRICHY ? 620018.",9443167630
325,TIRUCHIRAPPALLI,"GOVT. HOSPITAL SRIRANGAM,TRICHY TN.","GANTHI ROAD,SRIRANGAM,TRICHY",9994301051
326,TIRUCHIRAPPALLI,"SILVERLINE SPECIALITY HOSPITAL,TRICHY TN.","NO:23,4TH CROSS, WEST EXTENSION, THILLAI NAGAR, TRICHY. PH NO:9677336097",9585068980
327,TIRUCHIRAPPALLI,"GOVT HOSPITAL THUVAKUDI, TRICHY TN.","THANJAVUR MAIN ROAD, THUVAKUDI POLICE SATION NEAR, THUVAKUDI , TRICHY -15",9952512035
328,TIRUCHIRAPPALLI,"GOVT HOSPITAL THOTTIYAM,TRICHY TN.",TRICHY SALEM MAIN ROAD THOTTIYAM - 621215,9444202309
329,TIRUNELVELI,"GOVT HOSPITAL KALAKAD,TIRUNELVELI TN.","F.M GOVT HOSPITAL, KALAKAD, PADALAYAR KULAM POST",9443080854
330,TIRUNELVELI,"GOVT HOSPITAL MELAPALAYAM,TIRUNELVELI TN.","ABDULKALAM AZADH ROAD, MELAPALAYAM",9865690769
331,TIRUNELVELI,"GOVT HOSPITAL NANGUNERI,TIRUNELVELI TN.","THIRUMALIGAI STREET,NANGUNERI",9840509959
332,TIRUNELVELI,"SUDHARSON PLATINUM HOSPITAL,TIRUNELVELI TN.","NO:4,SALAI STREET,VANNARAPETTAI,TIRUNELVELI",9443328950
333,TIRUNELVELI,"GOVT HOSPITAL,AMBASAMUDIRAM,TENKASI TN","KASIBANATHARKOIL STREET,AMBASAMUDRAM",8754093555
334,TIRUNELVELI,"ANNAI VELANKANNI NURSING HOME,TIRUNELVELI TN.","1/111,SOMASI NAYANAR ST,MURUGANKURICHI,PALAYAMKOTTAI",7540094100
335,TIRUNELVELI,"TIRUNELVELI MEDICAL COLLEGE HOSP,TIRUNELVELI TN.","TIRUNELVELI MEDICAL COLLEGE HOSPITAL,HIGH GROUND,TIRUNELVELI",9843051582
336,TIRUNELVELI,"GOVT HOSPITAL CHERANMAHADEVI,TIRUNELVELI TN.","PAPANASAM MAIN ROAD, CHERANMAHADEVI.",9944654442
337,TIRUNELVELI,"GOVT HOSPITAL KOODANKULAM,TIRUNELVELI TN.","GOVT HOSPITAL, RADHAPURAM ROAD, KOODANKULAM.",9489936884
338,TIRUNELVELI,"GOVT.HEAD QUARTERS,VALLIOOR,TIRUNELVELI TN.","KESAVANERI ROAD,VALLIOOR",8903674811
339,TIRUNELVELI,"GOVT HOSPITAL RADHAPURAM,TIRUNELVELI TN.","GANAPATHY NAGAR,RADHAPURAM",9789390997
340,TIRUNELVELI,"GOVT PATHAMADAI CHC,TIRUNELVELI TN.","NEAR PANJAYATH OFFICE, PATHAMADAI",4622552450
341,TIRUPUR,"SRI KUMARAN HOSPITAL, TIRUPUR TN.","774, P.N ROAD, NEAR NEW BUS STAND",9842201500
342,TIRUPUR,"REVATHI MEDICAL CENTRE, TIRUPUR TN.","NO.10,VALAYANKADU MAIN ROAD,KUMAR NAGAR,AVINASHI ROAD,TIRUPPUR",9842247997
343,TIRUPUR,"DEEPA HOSPITAL,TIRUPUR TN.","55,STANES 2ND STREET AVINASI ROAD TIRUPUR",9843397494
344,TIRUPUR,"SRI SARAN HOSPITAL, TIRUPUR TN.","SF 259, POYAMPALAYAM PIRIVU, P.N.ROAD, TIRUPUR.",9443347975
345,TIRUPUR,"L.G MEDICAL CENTRE,KANGEYAM ROAD,TIRUPUR TN.","185/10, KANGAYAM ROAD , NALLUR, TIRUPUR.",9843082692
